scenario_id,family_id,category,fault_type,target_V_pu,grid,scr,Rg_ohm,Lg_H,P_load,Q_load,power_factor,t_fault,fault_dur,recover_to_0p9_s,T_sim,trans_resistance,random_seed,xr_ratio,duration_bin_s,scenario_profile
1002,501,LVRT,2ph,0.7,strong,10.0,7.9057,0.075494,319425.3,166329.9,0.887,0.013324,0.1532,2.0,1.6666,0.4591,20260609,3.0,0.16,expanded
1003,502,LVRT,2ph,0.7,strong,10.0,7.9057,0.075494,329891.0,180639.6,0.8771,0.016301,0.4656,2.0,1.9819,0.6721,20260609,3.0,0.5,expanded
1004,502,LVRT,2ph,0.7,strong,10.0,7.9057,0.075494,295128.2,177149.8,0.8574,0.012622,0.4957,2.0,2.0083,0.1049,20260609,3.0,0.5,expanded
1005,503,LVRT,2ph,0.7,strong,10.0,4.11,0.078495,310840.1,154922.1,0.895,0.02712,0.1668,2.0,1.6939,0.101,20260609,6.0,0.16,expanded
1006,503,LVRT,2ph,0.7,strong,10.0,4.11,0.078495,304068.4,147507.7,0.8997,0.029105,0.1513,2.0,1.6804,0.7523,20260609,6.0,0.16,expanded
1007,504,LVRT,2ph,0.7,strong,10.0,4.11,0.078495,323979.0,142749.7,0.9151,0.027741,0.5104,2.0,2.0381,0.1263,20260609,6.0,0.5,expanded
1008,504,LVRT,2ph,0.7,strong,10.0,4.11,0.078495,300045.9,173235.7,0.866,0.021588,0.5499,2.0,2.0715,0.2858,20260609,6.0,0.5,expanded
1009,505,LVRT,2ph,0.7,very_strong,15.0,9.245,0.044142,335374.9,193189.7,0.8665,0.021157,0.1579,2.0,1.6791,0.6547,20260609,1.5,0.16,expanded
1010,505,LVRT,2ph,0.7,very_strong,15.0,9.245,0.044142,284404.1,139893.1,0.8973,0.017929,0.1479,2.0,1.6659,0.4375,20260609,1.5,0.16,expanded
1011,506,LVRT,2ph,0.7,very_strong,15.0,9.245,0.044142,325640.1,158474.6,0.8992,0.024464,0.4965,2.0,2.0209,0.6371,20260609,1.5,0.5,expanded
1012,506,LVRT,2ph,0.7,very_strong,15.0,9.245,0.044142,334420.7,120149.2,0.9411,0.025913,0.5327,2.0,2.0586,0.6108,20260609,1.5,0.5,expanded
1013,507,LVRT,2ph,0.7,very_strong,15.0,5.2705,0.050329,315870.8,141853.7,0.9122,0.015914,0.177,2.0,1.6929,0.1369,20260609,3.0,0.16,expanded
1014,507,LVRT,2ph,0.7,very_strong,15.0,5.2705,0.050329,334742.1,205221.1,0.8525,0.012695,0.1659,2.0,1.6786,0.2131,20260609,3.0,0.16,expanded
1015,508,LVRT,2ph,0.7,very_strong,15.0,5.2705,0.050329,296190.6,134809.7,0.9102,0.027347,0.5095,2.0,2.0368,0.7878,20260609,3.0,0.5,expanded
1016,508,LVRT,2ph,0.7,very_strong,15.0,5.2705,0.050329,301030.2,116066.4,0.933,0.018312,0.4731,2.0,1.9914,0.6698,20260609,3.0,0.5,expanded
1017,509,LVRT,2ph,0.7,very_strong,15.0,2.74,0.05233,311098.9,113335.9,0.9396,0.024508,0.1513,2.0,1.6758,0.0858,20260609,6.0,0.16,expanded
1018,509,LVRT,2ph,0.7,very_strong,15.0,2.74,0.05233,344968.9,127411.1,0.9381,0.026752,0.1527,2.0,1.6794,0.1157,20260609,6.0,0.16,expanded
1019,510,LVRT,2ph,0.7,very_strong,15.0,2.74,0.05233,328318.6,124733.8,0.9348,0.026757,0.5042,2.0,2.031,0.3416,20260609,6.0,0.5,expanded
1020,510,LVRT,2ph,0.7,very_strong,15.0,2.74,0.05233,308268.1,173454.4,0.8715,0.026228,0.4847,2.0,2.011,0.7256,20260609,6.0,0.5,expanded
1021,511,LVRT,2ph,0.85,very_weak,2.0,69.3375,0.331062,350643.2,197352.5,0.8715,0.019751,0.1648,2.0,1.6846,0.6558,20260609,1.5,0.16,expanded
1022,511,LVRT,2ph,0.85,very_weak,2.0,69.3375,0.331062,359937.7,202653.3,0.8714,0.023819,0.161,2.0,1.6848,0.1074,20260609,1.5,0.16,expanded
1023,512,LVRT,2ph,0.85,very_weak,2.0,69.3375,0.331062,284768.8,144447.8,0.8918,0.028027,0.4588,2.0,1.9868,0.7571,20260609,1.5,0.5,expanded
1024,512,LVRT,2ph,0.85,very_weak,2.0,69.3375,0.331062,339732.9,138554.2,0.926,0.027866,0.5201,2.0,2.048,0.4834,20260609,1.5,0.5,expanded
1025,513,LVRT,2ph,0.85,very_weak,2.0,39.5285,0.377469,338290.2,180802.2,0.8819,0.016487,0.1766,2.0,1.6931,0.3773,20260609,3.0,0.16,expanded
1026,513,LVRT,2ph,0.85,very_weak,2.0,39.5285,0.377469,343626.7,152096.1,0.9144,0.017629,0.1552,2.0,1.6729,0.1304,20260609,3.0,0.16,expanded
1027,514,LVRT,2ph,0.85,very_weak,2.0,39.5285,0.377469,289392.1,167510.0,0.8655,0.014373,0.4905,2.0,2.0049,0.5557,20260609,3.0,0.5,expanded
1028,514,LVRT,2ph,0.85,very_weak,2.0,39.5285,0.377469,292233.1,176422.9,0.8561,0.01401,0.4714,2.0,1.9854,0.5361,20260609,3.0,0.5,expanded
1029,515,LVRT,2ph,0.85,very_weak,2.0,20.5499,0.392474,323450.3,120582.2,0.937,0.017453,0.1633,2.0,1.6807,0.5218,20260609,6.0,0.16,expanded
1030,515,LVRT,2ph,0.85,very_weak,2.0,20.5499,0.392474,297861.6,158608.6,0.8827,0.027099,0.1449,2.0,1.672,0.193,20260609,6.0,0.16,expanded
1031,516,LVRT,2ph,0.85,very_weak,2.0,20.5499,0.392474,356287.9,187338.3,0.8851,0.013976,0.549,2.0,2.063,0.0552,20260609,6.0,0.5,expanded
1032,516,LVRT,2ph,0.85,very_weak,2.0,20.5499,0.392474,304905.5,126535.4,0.9236,0.023585,0.5331,2.0,2.0567,0.7851,20260609,6.0,0.5,expanded
1033,517,LVRT,2ph,0.85,weak,3.0,46.225,0.220708,285188.3,119661.1,0.9221,0.013844,0.1775,2.0,1.6913,0.2548,20260609,1.5,0.16,expanded
1034,517,LVRT,2ph,0.85,weak,3.0,46.225,0.220708,338760.9,120009.5,0.9426,0.012212,0.1574,2.0,1.6696,0.5473,20260609,1.5,0.16,expanded
1035,518,LVRT,2ph,0.85,weak,3.0,46.225,0.220708,300507.8,157031.3,0.8863,0.026475,0.5114,2.0,2.0379,0.309,20260609,1.5,0.5,expanded
1036,518,LVRT,2ph,0.85,weak,3.0,46.225,0.220708,335032.8,132244.9,0.9302,0.020678,0.5447,2.0,2.0654,0.7385,20260609,1.5,0.5,expanded
1037,519,LVRT,2ph,0.85,weak,3.0,26.3523,0.251646,331392.7,133054.1,0.928,0.013985,0.1661,2.0,1.6801,0.608,20260609,3.0,0.16,expanded
1038,519,LVRT,2ph,0.85,weak,3.0,26.3523,0.251646,281845.4,154020.3,0.8775,0.015748,0.1414,2.0,1.6571,0.6186,20260609,3.0,0.16,expanded
1039,520,LVRT,2ph,0.85,weak,3.0,26.3523,0.251646,300241.5,99173.9,0.9495,0.013584,0.5458,2.0,2.0594,0.0832,20260609,3.0,0.5,expanded
1040,520,LVRT,2ph,0.85,weak,3.0,26.3523,0.251646,286176.9,114316.1,0.9286,0.026276,0.4719,2.0,1.9981,0.699,20260609,3.0,0.5,expanded
1041,521,LVRT,2ph,0.85,weak,3.0,13.6999,0.261649,310048.2,186246.8,0.8572,0.022893,0.1551,2.0,1.678,0.5225,20260609,6.0,0.16,expanded
1042,521,LVRT,2ph,0.85,weak,3.0,13.6999,0.261649,287862.8,124620.9,0.9177,0.023179,0.1786,2.0,1.7018,0.3264,20260609,6.0,0.16,expanded
1043,522,LVRT,2ph,0.85,weak,3.0,13.6999,0.261649,343084.2,210341.7,0.8525,0.012903,0.5368,2.0,2.0497,0.5014,20260609,6.0,0.5,expanded
1044,522,LVRT,2ph,0.85,weak,3.0,13.6999,0.261649,321688.9,117263.5,0.9395,0.012582,0.504,2.0,2.0166,0.6594,20260609,6.0,0.5,expanded
1045,523,LVRT,2ph,0.85,medium,5.0,27.735,0.132425,300251.3,136611.5,0.9102,0.021479,0.1442,2.0,1.6657,0.2904,20260609,1.5,0.16,expanded
1046,523,LVRT,2ph,0.85,medium,5.0,27.735,0.132425,347359.2,151679.5,0.9164,0.023943,0.1485,2.0,1.6724,0.7851,20260609,1.5,0.16,expanded
1047,524,LVRT,2ph,0.85,medium,5.0,27.735,0.132425,303602.4,134933.6,0.9138,0.022855,0.5022,2.0,2.0251,0.3132,20260609,1.5,0.5,expanded
1048,524,LVRT,2ph,0.85,medium,5.0,27.735,0.132425,326091.4,107416.7,0.9498,0.020716,0.5052,2.0,2.0259,0.3317,20260609,1.5,0.5,expanded
1049,525,LVRT,2ph,0.85,medium,5.0,15.8114,0.150988,332783.0,202992.2,0.8537,0.027046,0.154,2.0,1.681,0.5172,20260609,3.0,0.16,expanded
1050,525,LVRT,2ph,0.85,medium,5.0,15.8114,0.150988,336369.2,162559.2,0.9004,0.019107,0.1764,2.0,1.6955,0.4548,20260609,3.0,0.16,expanded
1051,526,LVRT,2ph,0.85,medium,5.0,15.8114,0.150988,312615.4,112219.9,0.9412,0.024755,0.5487,2.0,2.0734,0.453,20260609,3.0,0.5,expanded
1052,526,LVRT,2ph,0.85,medium,5.0,15.8114,0.150988,294792.0,127617.8,0.9177,0.015372,0.4538,2.0,1.9692,0.7284,20260609,3.0,0.5,expanded
1053,527,LVRT,2ph,0.85,medium,5.0,8.2199,0.156989,299436.4,130815.0,0.9164,0.023461,0.178,2.0,1.7015,0.1235,20260609,6.0,0.16,expanded
1054,527,LVRT,2ph,0.85,medium,5.0,8.2199,0.156989,286876.2,124273.3,0.9176,0.019214,0.1722,2.0,1.6914,0.116,20260609,6.0,0.16,expanded
1055,528,LVRT,2ph,0.85,medium,5.0,8.2199,0.156989,358122.5,180645.1,0.8928,0.021466,0.4581,2.0,1.9796,0.2365,20260609,6.0,0.5,expanded
1056,528,LVRT,2ph,0.85,medium,5.0,8.2199,0.156989,327099.4,199263.8,0.854,0.026674,0.5207,2.0,2.0473,0.1301,20260609,6.0,0.5,expanded
1057,529,LVRT,2ph,0.85,strong,10.0,13.8675,0.066212,346507.7,199290.7,0.8669,0.014224,0.1651,2.0,1.6793,0.3028,20260609,1.5,0.16,expanded
1058,529,LVRT,2ph,0.85,strong,10.0,13.8675,0.066212,286553.6,98030.5,0.9462,0.013899,0.1676,2.0,1.6815,0.5194,20260609,1.5,0.16,expanded
1059,530,LVRT,2ph,0.85,strong,10.0,13.8675,0.066212,322986.4,172537.9,0.882,0.02254,0.485,2.0,2.0075,0.7175,20260609,1.5,0.5,expanded
1060,530,LVRT,2ph,0.85,strong,10.0,13.8675,0.066212,317152.2,164158.6,0.8881,0.022066,0.4985,2.0,2.0206,0.1185,20260609,1.5,0.5,expanded
1061,531,LVRT,2ph,0.85,strong,10.0,7.9057,0.075494,349062.1,141963.8,0.9263,0.027794,0.1711,2.0,1.6989,0.0778,20260609,3.0,0.16,expanded
1062,531,LVRT,2ph,0.85,strong,10.0,7.9057,0.075494,307673.3,110621.2,0.941,0.018745,0.1477,2.0,1.6664,0.249,20260609,3.0,0.16,expanded
1063,532,LVRT,2ph,0.85,strong,10.0,7.9057,0.075494,349174.1,186605.4,0.882,0.025795,0.492,2.0,2.0178,0.5186,20260609,3.0,0.5,expanded
1064,532,LVRT,2ph,0.85,strong,10.0,7.9057,0.075494,341465.4,193023.1,0.8705,0.023407,0.5452,2.0,2.0687,0.6486,20260609,3.0,0.5,expanded
1065,533,LVRT,2ph,0.85,strong,10.0,4.11,0.078495,280263.1,161870.1,0.8659,0.025567,0.1495,2.0,1.675,0.3431,20260609,6.0,0.16,expanded
1066,533,LVRT,2ph,0.85,strong,10.0,4.11,0.078495,306835.6,148655.3,0.8999,0.024784,0.1735,2.0,1.6983,0.7656,20260609,6.0,0.16,expanded
1067,534,LVRT,2ph,0.85,strong,10.0,4.11,0.078495,335045.9,207342.3,0.8503,0.014899,0.5146,2.0,2.0295,0.567,20260609,6.0,0.5,expanded
1068,534,LVRT,2ph,0.85,strong,10.0,4.11,0.078495,357093.2,181913.3,0.891,0.017823,0.4901,2.0,2.0079,0.5809,20260609,6.0,0.5,expanded
1069,535,LVRT,2ph,0.85,very_strong,15.0,9.245,0.044142,303819.4,109105.2,0.9412,0.025529,0.1712,2.0,1.6968,0.0669,20260609,1.5,0.16,expanded
1070,535,LVRT,2ph,0.85,very_strong,15.0,9.245,0.044142,303666.5,155819.0,0.8897,0.018327,0.1475,2.0,1.6658,0.7682,20260609,1.5,0.16,expanded
1071,536,LVRT,2ph,0.85,very_strong,15.0,9.245,0.044142,356278.9,168134.7,0.9044,0.015849,0.5414,2.0,2.0573,0.3219,20260609,1.5,0.5,expanded
1072,536,LVRT,2ph,0.85,very_strong,15.0,9.245,0.044142,282621.7,148981.8,0.8846,0.016731,0.518,2.0,2.0347,0.1974,20260609,1.5,0.5,expanded
1073,537,LVRT,2ph,0.85,very_strong,15.0,5.2705,0.050329,314972.0,193950.4,0.8515,0.018203,0.1765,2.0,1.6947,0.2705,20260609,3.0,0.16,expanded
1074,537,LVRT,2ph,0.85,very_strong,15.0,5.2705,0.050329,350247.5,182866.7,0.8865,0.024556,0.1682,2.0,1.6928,0.4996,20260609,3.0,0.16,expanded
1075,538,LVRT,2ph,0.85,very_strong,15.0,5.2705,0.050329,292469.3,131477.9,0.9121,0.015367,0.4579,2.0,1.9732,0.4016,20260609,3.0,0.5,expanded
1076,538,LVRT,2ph,0.85,very_strong,15.0,5.2705,0.050329,321135.8,190091.3,0.8605,0.029974,0.4849,2.0,2.0149,0.4956,20260609,3.0,0.5,expanded
1077,539,LVRT,2ph,0.85,very_strong,15.0,2.74,0.05233,326256.0,171442.6,0.8852,0.018656,0.1427,2.0,1.6613,0.7202,20260609,6.0,0.16,expanded
1078,539,LVRT,2ph,0.85,very_strong,15.0,2.74,0.05233,341223.7,147770.6,0.9176,0.019812,0.1432,2.0,1.663,0.1156,20260609,6.0,0.16,expanded
1079,540,LVRT,2ph,0.85,very_strong,15.0,2.74,0.05233,283172.3,108417.5,0.9339,0.013336,0.5005,2.0,2.0139,0.5866,20260609,6.0,0.5,expanded
1080,540,LVRT,2ph,0.85,very_strong,15.0,2.74,0.05233,286244.7,143150.6,0.8944,0.021374,0.5496,2.0,2.071,0.6325,20260609,6.0,0.5,expanded
1081,541,LVRT,2ph_g,0.1,very_weak,2.0,69.3375,0.331062,301295.7,101310.8,0.9479,0.021848,0.1526,2.0,1.6744,0.0684,20260609,1.5,0.16,expanded
1082,541,LVRT,2ph_g,0.1,very_weak,2.0,69.3375,0.331062,283347.6,123460.7,0.9168,0.02382,0.1794,2.0,1.7032,0.0587,20260609,1.5,0.16,expanded
1083,542,LVRT,2ph_g,0.1,very_weak,2.0,69.3375,0.331062,358436.5,166585.6,0.9068,0.013916,0.4657,2.0,1.9796,0.4501,20260609,1.5,0.5,expanded
1084,542,LVRT,2ph_g,0.1,very_weak,2.0,69.3375,0.331062,335299.7,180339.7,0.8807,0.029031,0.4884,2.0,2.0175,0.6161,20260609,1.5,0.5,expanded
1085,543,LVRT,2ph_g,0.1,very_weak,2.0,39.5285,0.377469,284811.2,176309.0,0.8503,0.017108,0.1775,2.0,1.6946,0.5324,20260609,3.0,0.16,expanded
1086,543,LVRT,2ph_g,0.1,very_weak,2.0,39.5285,0.377469,288882.4,166352.7,0.8666,0.024136,0.1727,2.0,1.6968,0.6689,20260609,3.0,0.16,expanded
1087,544,LVRT,2ph_g,0.1,very_weak,2.0,39.5285,0.377469,328581.7,116892.9,0.9422,0.019674,0.471,2.0,1.9907,0.736,20260609,3.0,0.5,expanded
1088,544,LVRT,2ph_g,0.1,very_weak,2.0,39.5285,0.377469,336413.8,167684.9,0.895,0.025925,0.5283,2.0,2.0542,0.6919,20260609,3.0,0.5,expanded
1089,545,LVRT,2ph_g,0.1,very_weak,2.0,20.5499,0.392474,307641.2,159500.6,0.8878,0.029874,0.1673,2.0,1.6971,0.3169,20260609,6.0,0.16,expanded
1090,545,LVRT,2ph_g,0.1,very_weak,2.0,20.5499,0.392474,329110.3,146663.8,0.9134,0.018128,0.1737,2.0,1.6918,0.7045,20260609,6.0,0.16,expanded
1091,546,LVRT,2ph_g,0.1,very_weak,2.0,20.5499,0.392474,298113.4,183108.5,0.8521,0.018695,0.4543,2.0,1.973,0.4014,20260609,6.0,0.5,expanded
1092,546,LVRT,2ph_g,0.1,very_weak,2.0,20.5499,0.392474,355477.5,211923.3,0.8589,0.02655,0.4851,2.0,2.0117,0.2216,20260609,6.0,0.5,expanded
1093,547,LVRT,2ph_g,0.1,weak,3.0,46.225,0.220708,353272.4,174870.5,0.8962,0.021692,0.1706,2.0,1.6923,0.1931,20260609,1.5,0.16,expanded
1094,547,LVRT,2ph_g,0.1,weak,3.0,46.225,0.220708,359464.0,220669.8,0.8522,0.028839,0.1548,2.0,1.6836,0.534,20260609,1.5,0.16,expanded
1095,548,LVRT,2ph_g,0.1,weak,3.0,46.225,0.220708,319003.7,118114.7,0.9378,0.029031,0.4615,2.0,1.9906,0.2297,20260609,1.5,0.5,expanded
1096,548,LVRT,2ph_g,0.1,weak,3.0,46.225,0.220708,355194.4,190144.3,0.8816,0.018743,0.5392,2.0,2.0579,0.256,20260609,1.5,0.5,expanded
1097,549,LVRT,2ph_g,0.1,weak,3.0,26.3523,0.251646,316412.7,171793.1,0.8788,0.021934,0.1602,2.0,1.6822,0.7884,20260609,3.0,0.16,expanded
1098,549,LVRT,2ph_g,0.1,weak,3.0,26.3523,0.251646,283857.2,110537.2,0.9318,0.023721,0.179,2.0,1.7027,0.2082,20260609,3.0,0.16,expanded
1099,550,LVRT,2ph_g,0.1,weak,3.0,26.3523,0.251646,325491.7,189882.9,0.8638,0.013091,0.5377,2.0,2.0508,0.1807,20260609,3.0,0.5,expanded
1100,550,LVRT,2ph_g,0.1,weak,3.0,26.3523,0.251646,335057.5,206147.3,0.8517,0.025092,0.5385,2.0,2.0636,0.5031,20260609,3.0,0.5,expanded
1101,551,LVRT,2ph_g,0.1,weak,3.0,13.6999,0.261649,353559.5,118785.9,0.9479,0.021706,0.1488,2.0,1.6705,0.1275,20260609,6.0,0.16,expanded
1102,551,LVRT,2ph_g,0.1,weak,3.0,13.6999,0.261649,298124.0,158950.8,0.8824,0.012491,0.1499,2.0,1.6624,0.1802,20260609,6.0,0.16,expanded
1103,552,LVRT,2ph_g,0.1,weak,3.0,13.6999,0.261649,335051.8,157434.0,0.9051,0.018722,0.538,2.0,2.0567,0.5765,20260609,6.0,0.5,expanded
1104,552,LVRT,2ph_g,0.1,weak,3.0,13.6999,0.261649,324325.7,190980.1,0.8617,0.024194,0.5426,2.0,2.0668,0.3128,20260609,6.0,0.5,expanded
1105,553,LVRT,2ph_g,0.1,medium,5.0,27.735,0.132425,285855.8,122064.0,0.9197,0.013855,0.1686,2.0,1.6825,0.2824,20260609,1.5,0.16,expanded
1106,553,LVRT,2ph_g,0.1,medium,5.0,27.735,0.132425,353422.5,163569.1,0.9075,0.019977,0.1472,2.0,1.6672,0.09,20260609,1.5,0.16,expanded
1107,554,LVRT,2ph_g,0.1,medium,5.0,27.735,0.132425,283700.4,169059.9,0.859,0.020695,0.53,2.0,2.0507,0.7385,20260609,1.5,0.5,expanded
1108,554,LVRT,2ph_g,0.1,medium,5.0,27.735,0.132425,321989.3,135938.4,0.9213,0.019248,0.4538,2.0,1.9731,0.5211,20260609,1.5,0.5,expanded
1109,555,LVRT,2ph_g,0.1,medium,5.0,15.8114,0.150988,319043.0,171699.5,0.8806,0.02904,0.1539,2.0,1.6829,0.5843,20260609,3.0,0.16,expanded
1110,555,LVRT,2ph_g,0.1,medium,5.0,15.8114,0.150988,290163.9,132027.3,0.9102,0.021126,0.1777,2.0,1.6988,0.7147,20260609,3.0,0.16,expanded
1111,556,LVRT,2ph_g,0.1,medium,5.0,15.8114,0.150988,283652.3,151589.9,0.882,0.022392,0.468,2.0,1.9904,0.5383,20260609,3.0,0.5,expanded
1112,556,LVRT,2ph_g,0.1,medium,5.0,15.8114,0.150988,297624.0,147574.3,0.8959,0.021135,0.4556,2.0,1.9768,0.1137,20260609,3.0,0.5,expanded
1113,557,LVRT,2ph_g,0.1,medium,5.0,8.2199,0.156989,304519.3,141226.9,0.9072,0.018794,0.1523,2.0,1.6711,0.2717,20260609,6.0,0.16,expanded
1114,557,LVRT,2ph_g,0.1,medium,5.0,8.2199,0.156989,345595.2,148193.1,0.9191,0.016996,0.1591,2.0,1.6761,0.3902,20260609,6.0,0.16,expanded
1115,558,LVRT,2ph_g,0.1,medium,5.0,8.2199,0.156989,345642.2,141572.2,0.9254,0.023422,0.4979,2.0,2.0213,0.7759,20260609,6.0,0.5,expanded
1116,558,LVRT,2ph_g,0.1,medium,5.0,8.2199,0.156989,313785.5,189951.6,0.8555,0.018859,0.4789,2.0,1.9977,0.1445,20260609,6.0,0.5,expanded
1117,559,LVRT,2ph_g,0.1,strong,10.0,13.8675,0.066212,359747.1,166698.4,0.9073,0.027186,0.1637,2.0,1.6909,0.106,20260609,1.5,0.16,expanded
1118,559,LVRT,2ph_g,0.1,strong,10.0,13.8675,0.066212,353877.9,164609.5,0.9067,0.028537,0.1471,2.0,1.6756,0.2163,20260609,1.5,0.16,expanded
1119,560,LVRT,2ph_g,0.1,strong,10.0,13.8675,0.066212,306911.8,101026.2,0.9499,0.028279,0.5146,2.0,2.0429,0.0564,20260609,1.5,0.5,expanded
1120,560,LVRT,2ph_g,0.1,strong,10.0,13.8675,0.066212,284525.7,174745.4,0.8521,0.016633,0.5451,2.0,2.0617,0.571,20260609,1.5,0.5,expanded
1121,561,LVRT,2ph_g,0.1,strong,10.0,7.9057,0.075494,300107.7,113400.2,0.9354,0.021384,0.1471,2.0,1.6685,0.7313,20260609,3.0,0.16,expanded
1122,561,LVRT,2ph_g,0.1,strong,10.0,7.9057,0.075494,345897.8,163462.8,0.9041,0.024361,0.1444,2.0,1.6687,0.2547,20260609,3.0,0.16,expanded
1123,562,LVRT,2ph_g,0.1,strong,10.0,7.9057,0.075494,356844.8,156982.8,0.9153,0.023042,0.4634,2.0,1.9864,0.564,20260609,3.0,0.5,expanded
1124,562,LVRT,2ph_g,0.1,strong,10.0,7.9057,0.075494,333706.1,120850.5,0.9402,0.017539,0.5056,2.0,2.0231,0.481,20260609,3.0,0.5,expanded
1125,563,LVRT,2ph_g,0.1,strong,10.0,4.11,0.078495,358382.2,204221.1,0.8688,0.01907,0.158,2.0,1.6771,0.4134,20260609,6.0,0.16,expanded
1126,563,LVRT,2ph_g,0.1,strong,10.0,4.11,0.078495,330001.0,110335.9,0.9484,0.029371,0.1689,2.0,1.6983,0.0905,20260609,6.0,0.16,expanded
1127,564,LVRT,2ph_g,0.1,strong,10.0,4.11,0.078495,343825.6,152115.9,0.9145,0.018286,0.5358,2.0,2.0541,0.1018,20260609,6.0,0.5,expanded
1128,564,LVRT,2ph_g,0.1,strong,10.0,4.11,0.078495,308805.9,140129.5,0.9106,0.015851,0.4588,2.0,1.9746,0.2911,20260609,6.0,0.5,expanded
1129,565,LVRT,2ph_g,0.1,very_strong,15.0,9.245,0.044142,289150.9,177225.1,0.8526,0.016573,0.1528,2.0,1.6694,0.5535,20260609,1.5,0.16,expanded
1130,565,LVRT,2ph_g,0.1,very_strong,15.0,9.245,0.044142,290037.7,176014.5,0.8549,0.025256,0.1541,2.0,1.6794,0.1201,20260609,1.5,0.16,expanded
1131,566,LVRT,2ph_g,0.1,very_strong,15.0,9.245,0.044142,326950.5,176411.9,0.8801,0.027243,0.49,2.0,2.0173,0.5519,20260609,1.5,0.5,expanded
1132,566,LVRT,2ph_g,0.1,very_strong,15.0,9.245,0.044142,286872.9,101159.9,0.9431,0.012412,0.4959,2.0,2.0083,0.5083,20260609,1.5,0.5,expanded
1133,567,LVRT,2ph_g,0.1,very_strong,15.0,5.2705,0.050329,324421.5,164822.6,0.8915,0.02999,0.1697,2.0,1.6997,0.2357,20260609,3.0,0.16,expanded
1134,567,LVRT,2ph_g,0.1,very_strong,15.0,5.2705,0.050329,318721.3,195845.3,0.852,0.019884,0.176,2.0,1.6959,0.7974,20260609,3.0,0.16,expanded
1135,568,LVRT,2ph_g,0.1,very_strong,15.0,5.2705,0.050329,305800.4,142942.8,0.9059,0.029768,0.5134,2.0,2.0432,0.1625,20260609,3.0,0.5,expanded
1136,568,LVRT,2ph_g,0.1,very_strong,15.0,5.2705,0.050329,331411.2,109038.9,0.9499,0.023437,0.4648,2.0,1.9882,0.1393,20260609,3.0,0.5,expanded
1137,569,LVRT,2ph_g,0.1,very_strong,15.0,2.74,0.05233,307673.0,107671.1,0.9439,0.022849,0.1516,2.0,1.6745,0.3647,20260609,6.0,0.16,expanded
1138,569,LVRT,2ph_g,0.1,very_strong,15.0,2.74,0.05233,348877.0,149868.8,0.9188,0.028485,0.1689,2.0,1.6974,0.3034,20260609,6.0,0.16,expanded
1139,570,LVRT,2ph_g,0.1,very_strong,15.0,2.74,0.05233,353103.5,188179.6,0.8825,0.024671,0.4612,2.0,1.9859,0.0659,20260609,6.0,0.5,expanded
1140,570,LVRT,2ph_g,0.1,very_strong,15.0,2.74,0.05233,310962.2,156855.5,0.8928,0.025499,0.4773,2.0,2.0028,0.0877,20260609,6.0,0.5,expanded
1141,571,LVRT,2ph_g,0.2,very_weak,2.0,69.3375,0.331062,296433.2,135639.8,0.9093,0.027,0.1605,2.0,1.6875,0.7464,20260609,1.5,0.16,expanded
1142,571,LVRT,2ph_g,0.2,very_weak,2.0,69.3375,0.331062,323458.5,118006.5,0.9394,0.015889,0.1725,2.0,1.6884,0.564,20260609,1.5,0.16,expanded
1143,572,LVRT,2ph_g,0.2,very_weak,2.0,69.3375,0.331062,290251.5,159241.2,0.8767,0.015739,0.4969,2.0,2.0126,0.0834,20260609,1.5,0.5,expanded
1144,572,LVRT,2ph_g,0.2,very_weak,2.0,69.3375,0.331062,320099.9,126835.5,0.9297,0.020959,0.5063,2.0,2.0273,0.7833,20260609,1.5,0.5,expanded
1145,573,LVRT,2ph_g,0.2,very_weak,2.0,39.5285,0.377469,337936.0,159109.4,0.9047,0.020673,0.1769,2.0,1.6976,0.1753,20260609,3.0,0.16,expanded
1146,573,LVRT,2ph_g,0.2,very_weak,2.0,39.5285,0.377469,340450.8,122307.6,0.9411,0.018318,0.1415,2.0,1.6599,0.6664,20260609,3.0,0.16,expanded
1147,574,LVRT,2ph_g,0.2,very_weak,2.0,39.5285,0.377469,336494.3,181697.3,0.8799,0.022989,0.5093,2.0,2.0323,0.5817,20260609,3.0,0.5,expanded
1148,574,LVRT,2ph_g,0.2,very_weak,2.0,39.5285,0.377469,315480.5,161995.3,0.8896,0.012166,0.5116,2.0,2.0238,0.3531,20260609,3.0,0.5,expanded
1149,575,LVRT,2ph_g,0.2,very_weak,2.0,20.5499,0.392474,284100.6,124930.7,0.9154,0.016614,0.1688,2.0,1.6854,0.7397,20260609,6.0,0.16,expanded
1150,575,LVRT,2ph_g,0.2,very_weak,2.0,20.5499,0.392474,295275.1,114813.9,0.932,0.023037,0.1711,2.0,1.6941,0.6754,20260609,6.0,0.16,expanded
1151,576,LVRT,2ph_g,0.2,very_weak,2.0,20.5499,0.392474,354622.5,143492.5,0.927,0.018073,0.5265,2.0,2.0446,0.7428,20260609,6.0,0.5,expanded
1152,576,LVRT,2ph_g,0.2,very_weak,2.0,20.5499,0.392474,343247.5,193530.4,0.8711,0.017563,0.4808,2.0,1.9984,0.6176,20260609,6.0,0.5,expanded
1153,577,LVRT,2ph_g,0.2,weak,3.0,46.225,0.220708,353272.6,133048.3,0.9358,0.022706,0.1618,2.0,1.6845,0.737,20260609,1.5,0.16,expanded
